"경기날짜및시간","구장","원정팀","원정팀_점수","홈팀_점수","홈팀","비고"
"2017-06-24 17:00","대구","한화",2,8,"삼성","정규시즌"
"2017-06-24 17:00","마산","기아",1,6,"NC","정규시즌"
"2017-06-25 17:00","고척","LG",2,4,"넥센","정규시즌"
"2017-06-25 17:00","잠실","롯데",4,2,"두산","정규시즌"
"2017-06-25 17:00","문학","kt",6,7,"SK","정규시즌"
"2017-06-25 17:00","대구","한화",7,7,"삼성","정규시즌"
"2017-06-25 17:00","마산","기아",6,9,"NC","정규시즌"
"2017-06-27 18:30","잠실","SK",5,1,"두산","정규시즌"
"2017-06-27 18:30","광주","삼성",4,4,"한화","정규시즌"
"2017-06-27 18:30","사직","kt",1,7,"NC","정규시즌"
"2017-06-27 18:30","청주","넥센",2,11,"기아","정규시즌"
"2017-06-27 18:30","마산","LG",10,11,"롯데","정규시즌"
"2017-06-28 18:30","잠실","SK",3,0,"두산","정규시즌"
"2017-06-28 18:30","광주","삼성",4,9,"롯데","정규시즌"
"2017-06-28 18:30","사직","LG",9,4,"한화","정규시즌"
"2017-06-28 18:30","청주","kt",5,9,"NC","정규시즌"
"2017-06-28 18:30","마산","넥센",3,13,"기아","정규시즌"
"2017-06-29 18:30","잠실","SK",3,6,"두산","정규시즌"
"2017-06-29 18:30","광주","삼성",1,8,"한화","정규시즌"
"2017-06-29 18:30","청주","kt",5,22,"기아","정규시즌"
"2017-06-30 18:30","잠실","삼성",5,6,"LG","정규시즌"
"2017-06-30 18:30","문학","두산",8,7,"SK","정규시즌"
"2017-06-30 18:30","대전","NC",0,9,"롯데","정규시즌"
"2017-06-30 18:30","사직","넥센",9,5,"kt","정규시즌"
"2017-06-30 18:30","수원","기아",10,13,"한화","정규시즌"
"2017-07-01 18:00","잠실","삼성",7,4,"LG","정규시즌"
"2017-07-01 18:00","문학","두산",3,4,"SK","정규시즌"
"2017-07-01 18:00","대전","NC",5,9,"한화","정규시즌"
"2017-07-01 18:00","사직","기아",10,9,"롯데","정규시즌"
"2017-07-02 18:00","잠실","삼성",5,4,"LG","정규시즌"
"2017-07-02 18:00","문학","NC",1,6,"SK","정규시즌"
"2017-07-02 18:00","사직","넥센",5,2,"롯데","정규시즌"
"2017-07-02 18:00","수원","기아",13,1,"kt","정규시즌"
"2017-07-04 18:30","고척","한화",5,7,"넥센","정규시즌"
"2017-07-04 18:30","잠실","kt",1,8,"두산","정규시즌"
"2017-07-04 18:30","문학","롯데",2,6,"SK","정규시즌"
"2017-07-04 18:30","포항","기아",15,4,"삼성","정규시즌"
"2017-07-05 18:30","고척","한화",7,3,"두산","정규시즌"
"2017-07-05 18:30","잠실","kt",1,5,"NC","정규시즌"
"2017-07-05 18:30","문학","롯데",5,6,"삼성","정규시즌"
"2017-07-05 18:30","마산","기아",17,12,"넥센","정규시즌"
"2017-07-05 18:30","포항","LG",12,18,"SK","정규시즌"
"2017-07-06 18:30","고척","한화",6,3,"SK","정규시즌"
"2017-07-06 18:30","문학","기아",5,2,"삼성","정규시즌"
"2017-07-06 18:30","포항","롯데",4,13,"넥센","정규시즌"
"2017-07-07 18:30","대구","넥센",9,2,"삼성","정규시즌"
"2017-07-07 18:30","사직","SK",6,5,"롯데","정규시즌"
"2017-07-07 18:30","마산","두산",6,1,"NC","정규시즌"
"2017-07-08 18:00","잠실","한화",6,3,"LG","정규시즌"
"2017-07-08 18:00","대구","SK",4,8,"삼성","정규시즌"
"2017-07-08 18:00","사직","넥센",10,6,"롯데","정규시즌"
"2017-07-08 18:00","수원","기아",20,8,"kt","정규시즌"
"2017-07-09 18:00","잠실","한화",2,3,"LG","정규시즌"
"2017-07-09 18:00","대구","넥센",2,7,"삼성","정규시즌"
"2017-07-09 18:00","사직","SK",6,0,"롯데","정규시즌"
"2017-07-09 18:00","마산","두산",4,9,"NC","정규시즌"
"2017-07-11 18:30","잠실","넥센",5,1,"두산","정규시즌"
"2017-07-11 18:30","문학","LG",1,6,"SK","정규시즌"
"2017-07-11 18:30","대전","롯데",5,4,"한화","정규시즌"
"2017-07-11 18:30","광주","NC",4,7,"기아","정규시즌"
"2017-07-11 18:30","수원","삼성",4,2,"kt","정규시즌"
"2017-07-12 18:30","잠실","넥센",3,4,"두산","정규시즌"
"2017-07-12 18:30","문학","롯데",8,6,"SK","정규시즌"
"2017-07-12 18:30","대전","NC",6,4,"한화","정규시즌"
"2017-07-12 18:30","광주","LG",12,7,"기아","정규시즌"
"2017-07-12 18:30","수원","삼성",11,3,"kt","정규시즌"
"2017-07-13 18:30","잠실","넥센",4,8,"두산","정규시즌"
"2017-07-13 18:30","문학","LG",9,1,"SK","정규시즌"
"2017-07-13 18:30","대전","롯데",4,6,"한화","정규시즌"
"2017-07-13 18:30","광주","NC",1,7,"기아","정규시즌"
"2017-07-13 18:30","수원","삼성",8,9,"kt","정규시즌"
"2017-07-15 18:00","대구","드림",13,8,"나눔","올스타전"
"2017-07-18 18:30","고척","기아",4,3,"넥센","정규시즌"
"2017-07-18 18:30","잠실","kt",2,3,"LG","정규시즌"
"2017-07-18 18:30","문학","두산",6,4,"SK","정규시즌"
"2017-07-18 18:30","청주","NC",7,4,"한화","정규시즌"
"2017-07-18 18:30","울산","삼성",2,5,"롯데","정규시즌"
"2017-07-19 18:30","고척","기아",2,4,"넥센","정규시즌"
"2017-07-19 18:30","잠실","kt",2,4,"LG","정규시즌"
"2017-07-19 18:30","문학","두산",8,9,"한화","정규시즌"
"2017-07-19 18:30","청주","삼성",3,0,"롯데","정규시즌"
"2017-07-19 18:30","울산","NC",13,12,"SK","정규시즌"
"2017-07-20 18:30","고척","기아",8,7,"넥센","정규시즌"
"2017-07-20 18:30","잠실","kt",9,2,"SK","정규시즌"
"2017-07-20 18:30","문학","NC",7,4,"한화","정규시즌"
"2017-07-20 18:30","청주","삼성",4,4,"롯데","정규시즌"
"2017-07-20 18:30","울산","두산",14,10,"LG","정규시즌"
"2017-07-21 18:30","고척","kt",0,2,"넥센","정규시즌"
"2017-07-21 18:30","잠실","한화",6,9,"두산","정규시즌"
"2017-07-21 18:30","대구","롯데",4,4,"삼성","정규시즌"
"2017-07-21 18:30","광주","SK",6,3,"기아","정규시즌"
"2017-07-21 18:30","마산","LG",10,10,"NC","정규시즌"
"2017-07-22 18:00","고척","kt",8,3,"넥센","정규시즌"
"2017-07-22 18:00","잠실","한화",1,0,"기아","정규시즌"
"2017-07-22 18:00","광주","롯데",1,8,"NC","정규시즌"
"2017-07-22 18:00","마산","SK",2,17,"두산","정규시즌"
"2017-07-23 18:00","고척","kt",4,7,"넥센","정규시즌"
"2017-07-23 18:00","잠실","한화",7,8,"두산","정규시즌"
"2017-07-23 18:00","대구","LG",6,1,"기아","정규시즌"
"2017-07-23 18:00","광주","롯데",3,8,"NC","정규시즌"
"2017-07-23 18:00","마산","SK",1,10,"삼성","정규시즌"
"2017-07-25 18:30","잠실","넥센",6,0,"LG","정규시즌"
"2017-07-25 18:30","대구","NC",1,3,"삼성","정규시즌"
"2017-07-25 18:30","광주","두산",6,5,"kt","정규시즌"
"2017-07-25 18:30","수원","SK",10,11,"기아","정규시즌"
"2017-07-26 18:30","잠실","넥센",3,4,"LG","정규시즌"
"2017-07-26 18:30","대구","NC",1,5,"삼성","정규시즌"
"2017-07-26 18:30","광주","SK",7,8,"기아","정규시즌"
"2017-07-26 18:30","사직","한화",8,9,"롯데","정규시즌"
"2017-07-26 18:30","수원","두산",7,3,"kt","정규시즌"
"2017-07-27 18:30","잠실","넥센",3,4,"LG","정규시즌"
"2017-07-27 18:30","대구","NC",7,0,"삼성","정규시즌"
"2017-07-27 18:30","광주","SK",1,9,"기아","정규시즌"
"2017-07-27 18:30","사직","한화",6,3,"롯데","정규시즌"
"2017-07-27 18:30","수원","두산",5,3,"kt","정규시즌"
"2017-07-28 18:30","고척","삼성",9,2,"넥센","정규시즌"
"2017-07-28 18:30","잠실","기아",3,3,"두산","정규시즌"
"2017-07-28 18:30","문학","롯데",7,8,"SK","정규시즌"
"2017-07-28 18:30","대전","LG",3,4,"한화","정규시즌"
"2017-07-28 18:30","수원","NC",5,4,"kt","정규시즌"
"2017-07-29 18:00","고척","삼성",1,1,"두산","정규시즌"
"2017-07-29 18:00","잠실","기아",2,4,"SK","정규시즌"
"2017-07-29 18:00","문학","롯데",1,2,"한화","정규시즌"
"2017-07-29 18:00","대전","NC",3,4,"kt","정규시즌"
"2017-07-29 18:00","수원","LG",12,14,"넥센","정규시즌"
"2017-07-30 18:00","고척","삼성",4,9,"넥센","정규시즌"
"2017-07-30 18:00","잠실","기아",4,6,"두산","정규시즌"
"2017-07-30 18:00","문학","롯데",3,2,"SK","정규시즌"
"2017-07-30 18:00","대전","LG",9,3,"한화","정규시즌"
"2017-07-30 18:00","수원","NC",8,3,"kt","정규시즌"
"2017-08-01 18:30","고척","SK",0,3,"넥센","정규시즌"
"2017-08-01 18:30","잠실","롯데",0,2,"LG","정규시즌"
"2017-08-01 18:30","대구","한화",6,5,"삼성","정규시즌"
"2017-08-01 18:30","광주","두산",12,7,"기아","정규시즌"
"2017-08-01 18:30","마산","kt",15,7,"NC","정규시즌"
"2017-08-02 18:30","고척","SK",4,5,"넥센","정규시즌"
"2017-08-02 18:30","잠실","롯데",4,5,"LG","정규시즌"
"2017-08-02 18:30","대구","두산",5,2,"삼성","정규시즌"
"2017-08-02 18:30","마산","한화",6,2,"NC","정규시즌"
"2017-08-03 18:30","고척","SK",3,9,"LG","정규시즌"
"2017-08-03 18:30","잠실","롯데",6,4,"삼성","정규시즌"
"2017-08-03 18:30","대구","kt",3,9,"기아","정규시즌"
"2017-08-03 18:30","광주","한화",2,11,"넥센","정규시즌"
"2017-08-03 18:30","마산","두산",14,10,"NC","정규시즌"
"2017-08-04 18:30","잠실","기아",3,4,"LG","정규시즌"
"2017-08-04 18:30","대전","넥센",8,7,"한화","정규시즌"
"2017-08-04 18:30","사직","삼성",4,3,"NC","정규시즌"
"2017-08-04 18:30","마산","SK",6,5,"kt","정규시즌"
"2017-08-04 18:30","수원","두산",11,10,"롯데","정규시즌"
"2017-08-05 18:00","잠실","두산",2,1,"LG","정규시즌"
"2017-08-05 18:00","대전","기아",7,1,"한화","정규시즌"
"2017-08-05 18:00","사직","넥센",4,5,"롯데","정규시즌"
"2017-08-05 18:00","마산","삼성",9,3,"NC","정규시즌"
"2017-08-05 18:00","수원","SK",3,4,"kt","정규시즌"
"2017-08-06 18:00","잠실","넥센",4,3,"LG","정규시즌"
"2017-08-06 18:00","사직","삼성",1,6,"롯데","정규시즌"
"2017-08-06 18:00","마산","SK",3,4,"NC","정규시즌"
"2017-08-06 18:00","수원","두산",10,6,"kt","정규시즌"
"2017-08-08 18:30","잠실","한화",1,8,"두산","정규시즌"
"2017-08-08 18:30","문학","NC",0,4,"SK","정규시즌"
"2017-08-08 18:30","대구","넥센",5,8,"삼성","정규시즌"
"2017-08-08 18:30","광주","kt",4,3,"기아","정규시즌"
"2017-08-08 18:30","사직","LG",10,5,"롯데","정규시즌"
"2017-08-09 18:30","잠실","LG",4,6,"두산","정규시즌"
"2017-08-09 18:30","문학","넥센",1,5,"SK","정규시즌"
"2017-08-09 18:30","대구","kt",6,7,"삼성","정규시즌"
"2017-08-09 18:30","광주","한화",12,7,"롯데","정규시즌"
"2017-08-09 18:30","사직","NC",10,10,"기아","정규시즌"
"2017-08-10 18:30","고척","두산",7,4,"넥센","정규시즌"
"2017-08-10 18:30","잠실","SK",2,1,"LG","정규시즌"
"2017-08-10 18:30","마산","롯데",2,3,"NC","정규시즌"
"2017-08-11 18:30","고척","두산",3,6,"넥센","정규시즌"
"2017-08-11 18:30","잠실","SK",2,6,"LG","정규시즌"
"2017-08-11 18:30","대전","삼성",3,8,"한화","정규시즌"
"2017-08-11 18:30","마산","롯데",5,3,"NC","정규시즌"
"2017-08-11 18:30","수원","기아",8,9,"kt","정규시즌"
"2017-08-12 18:00","고척","한화",6,1,"넥센","정규시즌"
"2017-08-12 18:00","잠실","NC",0,3,"두산","정규시즌"
"2017-08-12 18:00","문학","kt",3,8,"SK","정규시즌"
"2017-08-12 18:00","대구","롯데",7,13,"삼성","정규시즌"
"2017-08-12 18:00","광주","LG",10,11,"기아","정규시즌"
"2017-08-13 18:00","고척","한화",1,9,"넥센","정규시즌"
"2017-08-13 18:00","잠실","NC",1,2,"두산","정규시즌"
"2017-08-13 18:00","문학","롯데",9,3,"SK","정규시즌"
"2017-08-13 18:00","대구","kt",11,7,"삼성","정규시즌"
"2017-08-15 18:00","광주","NC",2,4,"기아","정규시즌"
"2017-08-15 18:00","사직","두산",6,8,"롯데","정규시즌"
"2017-08-16 18:30","잠실","kt",1,2,"LG","정규시즌"
"2017-08-16 18:30","대전","SK",5,8,"한화","정규시즌"
"2017-08-16 18:30","대구","넥센",6,5,"삼성","정규시즌"
"2017-08-16 18:30","광주","NC",3,4,"기아","정규시즌"
"2017-08-16 18:30","사직","두산",2,4,"롯데","정규시즌"
"2017-08-17 18:30","고척","롯데",5,3,"넥센","정규시즌"
"2017-08-17 18:30","잠실","기아",1,4,"두산","정규시즌"
"2017-08-17 18:30","문학","LG",1,6,"SK","정규시즌"
"2017-08-17 18:30","마산","한화",1,3,"NC","정규시즌"
"2017-08-17 18:30","수원","삼성",6,4,"kt","정규시즌"
"2017-08-18 18:30","고척","롯데",8,5,"넥센","정규시즌"
"2017-08-18 18:30","잠실","기아",1,2,"두산","정규시즌"
"2017-08-18 18:30","문학","LG",2,8,"SK","정규시즌"
"2017-08-18 18:30","마산","삼성",5,9,"NC","정규시즌"
"2017-08-18 18:30","수원","한화",14,1,"kt","정규시즌"
"2017-08-19 18:00","고척","NC",3,4,"넥센","정규시즌"
"2017-08-19 18:00","잠실","삼성",4,6,"LG","정규시즌"
"2017-08-19 18:00","대전","롯데",0,2,"한화","정규시즌"
"2017-08-19 18:00","광주","SK",13,1,"기아","정규시즌"
"2017-08-19 18:00","수원","두산",10,4,"kt","정규시즌"
"2017-08-20 18:00","고척","NC",4,3,"넥센","정규시즌"
"2017-08-20 18:00","대전","롯데",4,3,"한화","정규시즌"
"2017-08-20 18:00","수원","두산",1,2,"kt","정규시즌"
"2017-08-22 18:30","고척","삼성",5,3,"LG","정규시즌"
"2017-08-22 18:30","잠실","NC",4,6,"SK","정규시즌"
"2017-08-22 18:30","문학","롯데",7,3,"기아","정규시즌"
"2017-08-22 18:30","광주","한화",3,2,"kt","정규시즌"
"2017-08-22 18:30","수원","두산",10,11,"넥센","정규시즌"
"2017-08-23 18:30","고척","삼성",1,5,"넥센","정규시즌"
"2017-08-23 18:30","잠실","NC",3,9,"LG","정규시즌"
"2017-08-23 18:30","문학","두산",4,1,"SK","정규시즌"
"2017-08-23 18:30","광주","롯데",7,5,"기아","정규시즌"
"2017-08-23 18:30","수원","한화",10,9,"kt","정규시즌"
"2017-08-24 18:30","잠실","넥센",5,6,"두산","정규시즌"
"2017-08-24 18:30","대구","SK",9,7,"삼성","정규시즌"
"2017-08-24 18:30","사직","LG",0,7,"NC","정규시즌"
"2017-08-24 18:30","마산","kt",1,11,"롯데","정규시즌"
"2017-08-25 18:30","잠실","넥센",3,4,"두산","정규시즌"
"2017-08-25 18:30","대전","기아",3,6,"한화","정규시즌"
"2017-08-25 18:30","대구","SK",7,5,"삼성","정규시즌"
"2017-08-25 18:30","사직","LG",2,8,"롯데","정규시즌"
"2017-08-25 18:30","마산","kt",5,7,"NC","정규시즌"
"2017-08-26 18:00","잠실","LG",4,5,"두산","정규시즌"
"2017-08-26 18:00","문학","한화",1,2,"SK","정규시즌"
"2017-08-26 18:00","대구","kt",8,6,"롯데","정규시즌"
"2017-08-26 18:00","사직","넥센",1,7,"NC","정규시즌"
"2017-08-26 18:00","마산","기아",8,14,"삼성","정규시즌"
"2017-08-27 18:00","잠실","LG",1,1,"두산","정규시즌"
"2017-08-27 18:00","문학","한화",2,4,"SK","정규시즌"
"2017-08-27 18:00","대구","kt",3,2,"삼성","정규시즌"
"2017-08-27 18:00","사직","넥센",9,8,"롯데","정규시즌"
"2017-08-27 18:00","마산","기아",4,5,"NC","정규시즌"
"2017-08-29 18:30","고척","SK",4,8,"넥센","정규시즌"
"2017-08-29 18:30","잠실","롯데",5,7,"두산","정규시즌"
"2017-08-29 18:30","대전","LG",4,8,"한화","정규시즌"
"2017-08-29 18:30","대구","기아",10,9,"삼성","정규시즌"
"2017-08-29 18:30","수원","NC",13,2,"kt","정규시즌"
"2017-08-30 18:30","고척","SK",0,2,"두산","정규시즌"
"2017-08-30 18:30","잠실","롯데",5,5,"한화","정규시즌"
"2017-08-30 18:30","대전","LG",6,1,"삼성","정규시즌"
"2017-08-30 18:30","대구","기아",5,9,"kt","정규시즌"
"2017-08-30 18:30","수원","NC",5,10,"넥센","정규시즌"
"2017-08-31 18:30","잠실","넥센",5,3,"LG","정규시즌"
"2017-08-31 18:30","문학","삼성",4,5,"SK","정규시즌"
"2017-08-31 18:30","대전","kt",1,9,"기아","정규시즌"
"2017-08-31 18:30","광주","두산",4,8,"롯데","정규시즌"
"2017-08-31 18:30","사직","NC",5,10,"한화","정규시즌"
"2017-09-01 18:30","잠실","넥센",2,6,"LG","정규시즌"
"2017-09-01 18:30","문학","삼성",7,8,"SK","정규시즌"
"2017-09-01 18:30","대전","kt",6,1,"한화","정규시즌"
"2017-09-01 18:30","광주","두산",3,5,"기아","정규시즌"
"2017-09-01 18:30","사직","NC",1,6,"롯데","정규시즌"
"2017-09-02 17:00","고척","기아",7,4,"넥센","정규시즌"
"2017-09-02 17:00","잠실","삼성",3,2,"두산","정규시즌"
"2017-09-02 17:00","사직","한화",0,9,"롯데","정규시즌"
"2017-09-02 17:00","마산","LG",0,6,"NC","정규시즌"
"2017-09-02 17:00","수원","SK",15,7,"kt","정규시즌"
"2017-09-03 14:00","고척","기아",7,8,"넥센","정규시즌"
"2017-09-03 14:00","잠실","삼성",1,7,"두산","정규시즌"
"2017-09-03 14:00","사직","한화",2,7,"롯데","정규시즌"
"2017-09-03 14:00","마산","LG",0,5,"NC","정규시즌"
"2017-09-03 14:00","수원","SK",5,13,"kt","정규시즌"
"2017-09-05 18:30","잠실","기아",3,4,"LG","정규시즌"
"2017-09-05 18:30","문학","롯데",2,6,"SK","정규시즌"
"2017-09-05 18:30","대전","두산",4,6,"한화","정규시즌"
"2017-09-05 18:30","대구","NC",3,9,"삼성","정규시즌"
"2017-09-05 18:30","수원","넥센",1,5,"kt","정규시즌"
"2017-09-06 18:30","잠실","기아",0,6,"LG","정규시즌"
"2017-09-06 18:30","대전","넥센",4,9,"한화","정규시즌"
"2017-09-06 18:30","수원","두산",13,5,"kt","정규시즌"
"2017-09-07 18:30","고척","LG",1,1,"넥센","정규시즌"
"2017-09-07 18:30","잠실","kt",7,3,"두산","정규시즌"
"2017-09-07 18:30","광주","삼성",6,2,"기아","정규시즌"
"2017-09-07 18:30","사직","SK",3,5,"롯데","정규시즌"
"2017-09-07 18:30","마산","한화",11,4,"NC","정규시즌"
"2017-09-08 18:30","고척","kt",2,9,"넥센","정규시즌"
"2017-09-08 18:30","잠실","한화",5,3,"두산","정규시즌"
"2017-09-08 18:30","광주","삼성",5,9,"기아","정규시즌"
"2017-09-08 18:30","사직","SK",2,6,"롯데","정규시즌"
"2017-09-08 18:30","마산","LG",10,4,"NC","정규시즌"
"2017-09-09 17:00","잠실","두산",3,4,"LG","정규시즌"
"2017-09-09 17:00","문학","넥센",1,2,"SK","정규시즌"
"2017-09-09 17:00","대전","NC",3,6,"한화","정규시즌"
"2017-09-09 17:00","광주","삼성",5,6,"기아","정규시즌"
"2017-09-09 17:00","수원","롯데",2,3,"kt","정규시즌"
"2017-09-10 14:00","잠실","두산",5,1,"LG","정규시즌"
"2017-09-10 14:00","문학","넥센",8,5,"한화","정규시즌"
"2017-09-10 14:00","대전","삼성",9,6,"기아","정규시즌"
"2017-09-10 14:00","광주","롯데",7,5,"kt","정규시즌"
"2017-09-10 14:00","수원","NC",11,17,"SK","정규시즌"
"2017-09-12 18:30","고척","kt",3,2,"넥센","정규시즌"
"2017-09-12 18:30","잠실","롯데",2,1,"LG","정규시즌"
"2017-09-12 18:30","문학","기아",6,2,"SK","정규시즌"
"2017-09-12 18:30","대구","한화",6,2,"삼성","정규시즌"
"2017-09-12 18:30","마산","두산",14,13,"NC","정규시즌"
"2017-09-13 18:30","고척","kt",0,8,"넥센","정규시즌"
"2017-09-13 18:30","잠실","롯데",1,3,"LG","정규시즌"
"2017-09-13 18:30","문학","한화",5,3,"NC","정규시즌"
"2017-09-13 18:30","대구","기아",10,15,"SK","정규시즌"
"2017-09-13 18:30","마산","두산",13,13,"삼성","정규시즌"
"2017-09-14 18:30","잠실","SK",8,6,"두산","정규시즌"
"2017-09-14 18:30","대전","넥센",2,2,"롯데","정규시즌"
"2017-09-14 18:30","사직","기아",11,10,"한화","정규시즌"
"2017-09-14 18:30","마산","삼성",11,11,"NC","정규시즌"
"2017-09-14 18:30","수원","LG",11,12,"kt","정규시즌"
"2017-09-15 18:30","잠실","SK",5,0,"두산","정규시즌"
"2017-09-15 18:30","대전","넥센",4,6,"한화","정규시즌"
"2017-09-15 18:30","사직","기아",3,4,"롯데","정규시즌"
"2017-09-15 18:30","마산","LG",4,3,"NC","정규시즌"
"2017-09-15 18:30","수원","삼성",11,5,"kt","정규시즌"
"2017-09-16 17:00","잠실","한화",3,1,"LG","정규시즌"
"2017-09-16 17:00","대구","두산",9,5,"삼성","정규시즌"
"2017-09-16 17:00","광주","kt",3,6,"롯데","정규시즌"
"2017-09-16 17:00","사직","SK",1,17,"기아","정규시즌"
"2017-09-16 17:00","마산","넥센",14,15,"NC","정규시즌"
"2017-09-17 14:00","잠실","한화",1,8,"LG","정규시즌"
"2017-09-17 14:00","대구","kt",3,8,"삼성","정규시즌"
"2017-09-17 14:00","광주","SK",5,4,"기아","정규시즌"
"2017-09-17 14:00","사직","두산",21,9,"롯데","정규시즌"
"2017-09-17 14:00","마산","넥센",14,6,"NC","정규시즌"
"2017-09-19 18:30","잠실","SK",7,7,"LG","정규시즌"
"2017-09-19 18:30","광주","두산",8,4,"기아","정규시즌"
"2017-09-19 18:30","사직","kt",15,3,"롯데","정규시즌"
"2017-09-20 18:30","잠실","한화",2,1,"LG","정규시즌"
"2017-09-20 18:30","광주","SK",4,3,"기아","정규시즌"
"2017-09-20 18:30","마산","두산",3,2,"NC","정규시즌"
"2017-09-21 18:30","대구","LG",4,8,"삼성","정규시즌"
"2017-09-21 18:30","수원","넥센",5,3,"kt","정규시즌"
"2017-09-22 18:30","대전","롯데",2,0,"한화","정규시즌"
"2017-09-22 18:30","대구","LG",8,4,"삼성","정규시즌"
"2017-09-22 18:30","광주","두산",6,0,"기아","정규시즌"
"2017-09-23 17:00","대전","삼성",7,8,"한화","정규시즌"
"2017-09-23 17:00","광주","kt",3,8,"기아","정규시즌"
"2017-09-23 17:00","사직","넥센",2,7,"롯데","정규시즌"
"2017-09-23 17:00","마산","LG",11,9,"NC","정규시즌"
"2017-09-24 14:00","잠실","kt",4,6,"두산","정규시즌"
"2017-09-24 14:00","광주","한화",5,0,"기아","정규시즌"
"2017-09-24 14:00","마산","LG",3,4,"NC","정규시즌"
"2017-09-26 18:30","광주","LG",0,6,"기아","정규시즌"
"2017-09-26 18:30","사직","한화",8,11,"롯데","정규시즌"
"2017-09-27 18:30","대구","두산",2,1,"삼성","정규시즌"
"2017-09-27 18:30","수원","NC",11,3,"kt","정규시즌"
"2017-09-28 18:30","대전","기아",7,4,"한화","정규시즌"
"2017-09-28 18:30","수원","LG",15,6,"kt","정규시즌"
"2017-09-29 18:30","잠실","두산",5,3,"LG","정규시즌"
"2017-09-29 18:30","문학","롯데",7,2,"SK","정규시즌"
"2017-09-29 18:30","대전","기아",7,2,"한화","정규시즌"
"2017-09-29 18:30","마산","넥센",4,8,"NC","정규시즌"
"2017-09-30 17:00","잠실","삼성",3,4,"LG","정규시즌"
"2017-09-30 17:00","대전","SK",4,1,"한화","정규시즌"
"2017-09-30 17:00","마산","넥센",4,11,"NC","정규시즌"
"2017-10-01 14:00","잠실","두산",6,3,"LG","정규시즌"
"2017-10-01 14:00","대전","기아",2,4,"한화","정규시즌"
"2017-10-01 14:00","수원","삼성",10,20,"kt","정규시즌"
"2017-10-02 14:00","수원","기아",5,3,"kt","정규시즌"
"2017-10-03 14:00","잠실","SK",3,2,"두산","정규시즌"
"2017-10-03 14:00","수원","기아",10,2,"kt","정규시즌"
"2017-10-03 15:00","대전","NC",8,8,"한화","정규시즌"
"2017-10-03 15:00","사직","LG",2,4,"롯데","정규시즌"
"2017-10-03 17:00","대구","넥센",9,10,"삼성","정규시즌"
"2017-10-05 14:00","마산","SK",5,10,"NC","와일드카드전"
"2017-10-08 14:00","사직","NC",9,2,"롯데","준플레이오프"
"2017-10-09 14:00","사직","NC",0,1,"롯데","준플레이오프"
"2017-10-11 18:30","마산","롯데",6,13,"NC","준플레이오프"
"2017-10-13 18:30","마산","롯데",7,1,"NC","준플레이오프"
"2017-10-15 14:00","사직","NC",9,0,"롯데","준플레이오프"
"2017-10-17 18:30","잠실","NC",13,5,"두산","플레이오프"
"2017-10-18 18:30","잠실","NC",7,17,"두산","플레이오프"
"2017-10-20 18:30","마산","두산",14,3,"NC","플레이오프"
"2017-10-21 14:00","마산","두산",14,5,"NC","플레이오프"
"2017-10-25 18:30","광주","두산",5,3,"기아","한국시리즈"
"2017-10-26 18:30","광주","두산",0,1,"기아","한국시리즈"
"2017-10-28 14:00","잠실","기아",6,3,"두산","한국시리즈"
"2017-10-29 14:00","잠실","기아",5,1,"두산","한국시리즈"
"2017-10-30 18:30","잠실","기아",7,6,"두산","한국시리즈"
