"경기날짜및시간","구장","원정팀","원정팀점수","홈팀점수","홈팀","비고"
"2013-03-21 13:00","마산","롯데",3,6,"NC","시범경기"
"2013-03-21 13:00","포항","KIA",16,3,"LG","시범경기"
"2013-03-22 13:00","목동","두산",0,3,"넥센","시범경기"
"2013-03-22 13:00","대전","삼성",3,8,"한화","시범경기"
"2013-03-22 13:00","마산","롯데",1,2,"NC","시범경기"
"2013-03-22 13:00","포항","KIA",6,1,"LG","시범경기"
"2013-03-23 13:00","잠실","두산",3,2,"LG","시범경기"
"2013-03-23 13:00","문학","NC",4,4,"SK","시범경기"
"2013-03-23 13:00","대전","롯데",1,2,"한화","시범경기"
"2013-03-23 13:00","대구","KIA",6,2,"삼성","시범경기"
"2013-03-24 13:00","잠실","두산",2,3,"LG","시범경기"
"2013-03-24 13:00","문학","NC",2,4,"SK","시범경기"
"2013-03-24 13:00","대전","롯데",7,0,"한화","시범경기"
"2013-03-24 13:00","대구","KIA",4,3,"삼성","시범경기"
"2013-03-30 14:00","문학","LG",7,4,"SK","정규시즌"
"2013-03-30 14:00","대구","두산",9,4,"삼성","정규시즌"
"2013-03-30 14:00","사직","한화",5,6,"롯데","정규시즌"
"2013-03-30 14:00","무등","넥센",9,10,"KIA","정규시즌"
"2013-03-31 14:00","문학","LG",4,1,"SK","정규시즌"
"2013-03-31 14:00","대구","두산",7,3,"삼성","정규시즌"
"2013-03-31 14:00","사직","한화",5,6,"롯데","정규시즌"
"2013-03-31 14:00","무등","넥센",6,4,"KIA","정규시즌"
"2013-04-02 18:30","잠실","SK",3,7,"두산","정규시즌"
"2013-04-02 18:30","목동","LG",1,3,"넥센","정규시즌"
"2013-04-02 18:30","대전","KIA",9,5,"한화","정규시즌"
"2013-04-02 18:30","마산","롯데",4,0,"NC","정규시즌"
"2013-04-03 18:30","잠실","SK",4,1,"두산","정규시즌"
"2013-04-03 18:30","목동","LG",14,8,"넥센","정규시즌"
"2013-04-03 18:30","대전","KIA",12,1,"한화","정규시즌"
"2013-04-03 18:30","마산","롯데",3,2,"NC","정규시즌"
"2013-04-04 18:30","잠실","SK",7,5,"두산","정규시즌"
"2013-04-04 18:30","목동","LG",3,4,"넥센","정규시즌"
"2013-04-04 18:30","대전","KIA",12,4,"한화","정규시즌"
"2013-04-04 18:30","마산","롯데",5,1,"NC","정규시즌"
"2013-04-05 18:30","잠실","두산",4,6,"LG","정규시즌"
"2013-04-05 18:30","대전","넥센",3,2,"한화","정규시즌"
"2013-04-05 18:30","대구","NC",4,10,"삼성","정규시즌"
"2013-04-05 18:30","사직","KIA",9,3,"롯데","정규시즌"
"2013-04-07 14:00","잠실","두산",5,4,"LG","정규시즌"
"2013-04-07 14:00","대전","넥센",5,3,"한화","정규시즌"
"2013-04-07 14:00","대구","NC",2,4,"삼성","정규시즌"
"2013-04-07 14:00","사직","KIA",3,1,"롯데","정규시즌"
"2013-04-09 18:30","잠실","NC",5,9,"LG","정규시즌"
"2013-04-09 18:30","문학","넥센",0,2,"SK","정규시즌"
"2013-04-09 18:30","대구","한화",2,8,"삼성","정규시즌"
"2013-04-09 18:30","무등","두산",11,4,"KIA","정규시즌"
"2013-04-10 18:30","잠실","NC",5,7,"LG","정규시즌"
"2013-04-10 18:30","문학","넥센",0,9,"SK","정규시즌"
"2013-04-10 18:30","대구","한화",0,4,"삼성","정규시즌"
"2013-04-10 18:30","무등","두산",3,4,"KIA","정규시즌"
"2013-04-11 18:30","잠실","NC",4,1,"LG","정규시즌"
"2013-04-11 18:30","문학","넥센",4,3,"SK","정규시즌"
"2013-04-11 18:30","대구","한화",3,9,"삼성","정규시즌"
"2013-04-11 18:30","무등","두산",9,0,"KIA","정규시즌"
"2013-04-12 18:30","잠실","롯데",3,3,"두산","정규시즌"
"2013-04-12 18:30","목동","삼성",0,3,"넥센","정규시즌"
"2013-04-12 18:30","대전","LG",6,1,"한화","정규시즌"
"2013-04-12 18:30","마산","SK",5,3,"NC","정규시즌"
"2013-04-13 17:00","잠실","롯데",2,7,"두산","정규시즌"
"2013-04-13 17:00","목동","삼성",15,4,"넥센","정규시즌"
"2013-04-13 17:00","대전","LG",5,1,"한화","정규시즌"
"2013-04-13 17:00","마산","SK",1,4,"NC","정규시즌"
"2013-04-14 14:00","잠실","롯데",6,7,"두산","정규시즌"
"2013-04-14 14:00","목동","삼성",15,4,"넥센","정규시즌"
"2013-04-14 14:00","대전","LG",8,0,"한화","정규시즌"
"2013-04-14 14:00","마산","SK",3,4,"NC","정규시즌"
"2013-04-16 18:30","대전","NC",4,6,"한화","정규시즌"
"2013-04-16 18:30","사직","넥센",7,4,"롯데","정규시즌"
"2013-04-16 18:30","무등","LG",2,5,"KIA","정규시즌"
"2013-04-16 18:30","포항","SK",8,3,"삼성","정규시즌"
"2013-04-17 18:30","대전","NC",3,4,"한화","정규시즌"
"2013-04-17 18:30","사직","넥센",4,2,"롯데","정규시즌"
"2013-04-17 18:30","무등","LG",4,9,"KIA","정규시즌"
"2013-04-17 18:30","포항","SK",5,11,"삼성","정규시즌"
"2013-04-18 18:15","포항","SK",6,1,"삼성","정규시즌"
"2013-04-18 18:30","대전","NC",5,8,"한화","정규시즌"
"2013-04-18 18:30","사직","넥센",14,4,"롯데","정규시즌"
"2013-04-18 18:30","무등","LG",13,12,"KIA","정규시즌"
"2013-04-19 18:30","잠실","한화",1,15,"두산","정규시즌"
"2013-04-19 18:30","목동","NC",0,1,"넥센","정규시즌"
"2013-04-19 18:30","문학","KIA",4,3,"SK","정규시즌"
"2013-04-19 18:30","대구","롯데",4,3,"삼성","정규시즌"
"2013-04-21 14:00","잠실","한화",1,0,"두산","정규시즌"
"2013-04-21 14:00","목동","NC",2,11,"넥센","정규시즌"
"2013-04-21 14:00","문학","KIA",9,0,"SK","정규시즌"
"2013-04-21 14:00","대구","롯데",8,9,"삼성","정규시즌"
"2013-04-24 18:30","잠실","삼성",3,2,"LG","정규시즌"
"2013-04-24 18:30","목동","두산",1,9,"넥센","정규시즌"
"2013-04-24 18:30","사직","SK",7,8,"롯데","정규시즌"
"2013-04-24 18:30","마산","KIA",5,5,"NC","정규시즌"
"2013-04-25 18:30","잠실","삼성",2,1,"LG","정규시즌"
"2013-04-25 18:30","목동","두산",6,3,"넥센","정규시즌"
"2013-04-25 18:30","사직","SK",0,6,"롯데","정규시즌"
"2013-04-25 18:30","마산","KIA",11,4,"NC","정규시즌"
"2013-04-26 18:30","잠실","롯데",4,5,"LG","정규시즌"
"2013-04-26 18:30","문학","한화",1,6,"SK","정규시즌"
"2013-04-26 18:30","무등","삼성",6,0,"KIA","정규시즌"
"2013-04-26 18:30","마산","두산",8,4,"NC","정규시즌"
"2013-04-27 17:00","잠실","롯데",2,1,"LG","정규시즌"
"2013-04-27 17:00","문학","한화",1,4,"SK","정규시즌"
"2013-04-27 17:00","무등","삼성",1,5,"KIA","정규시즌"
"2013-04-27 17:00","마산","두산",8,5,"NC","정규시즌"
"2013-04-28 14:00","잠실","롯데",0,4,"LG","정규시즌"
"2013-04-28 14:00","문학","한화",5,5,"SK","정규시즌"
"2013-04-28 14:00","무등","삼성",4,1,"KIA","정규시즌"
"2013-04-28 14:00","마산","두산",3,1,"NC","정규시즌"
"2013-04-30 18:30","잠실","KIA",5,3,"두산","정규시즌"
"2013-04-30 18:30","대전","롯데",3,9,"한화","정규시즌"
"2013-04-30 18:30","대구","넥센",3,1,"삼성","정규시즌"
"2013-04-30 18:30","마산","LG",1,2,"NC","정규시즌"
"2013-05-01 18:30","잠실","KIA",8,1,"두산","정규시즌"
"2013-05-01 18:30","대전","롯데",4,3,"한화","정규시즌"
"2013-05-01 18:30","대구","넥센",8,5,"삼성","정규시즌"
"2013-05-01 18:30","마산","LG",6,7,"NC","정규시즌"
"2013-05-02 18:30","잠실","KIA",4,6,"두산","정규시즌"
"2013-05-02 18:30","대전","롯데",4,3,"한화","정규시즌"
"2013-05-02 18:30","대구","넥센",4,3,"삼성","정규시즌"
"2013-05-02 18:30","마산","LG",1,8,"NC","정규시즌"
"2013-05-03 18:30","잠실","LG",6,3,"두산","정규시즌"
"2013-05-03 18:30","목동","KIA",0,1,"넥센","정규시즌"
"2013-05-03 18:30","대전","SK",1,5,"한화","정규시즌"
"2013-05-03 18:30","사직","삼성",10,3,"롯데","정규시즌"
"2013-05-04 17:00","잠실","LG",2,6,"두산","정규시즌"
"2013-05-04 17:00","목동","KIA",8,4,"넥센","정규시즌"
"2013-05-04 17:00","대전","SK",4,0,"한화","정규시즌"
"2013-05-04 17:00","사직","삼성",5,3,"롯데","정규시즌"
"2013-05-05 14:00","잠실","LG",2,5,"두산","정규시즌"
"2013-05-05 14:00","목동","KIA",13,9,"넥센","정규시즌"
"2013-05-05 14:00","대전","SK",8,5,"한화","정규시즌"
"2013-05-05 14:00","사직","삼성",6,1,"롯데","정규시즌"
"2013-05-07 18:30","잠실","넥센",6,4,"LG","정규시즌"
"2013-05-07 18:30","문학","두산",3,8,"SK","정규시즌"
"2013-05-07 18:30","무등","롯데",3,0,"KIA","정규시즌"
"2013-05-07 18:30","마산","한화",8,4,"NC","정규시즌"
"2013-05-08 18:30","잠실","넥센",3,1,"LG","정규시즌"
"2013-05-08 18:30","문학","두산",12,13,"SK","정규시즌"
"2013-05-08 18:30","무등","롯데",5,1,"KIA","정규시즌"
"2013-05-08 18:30","마산","한화",6,4,"NC","정규시즌"
"2013-05-09 18:30","문학","두산",11,2,"SK","정규시즌"
"2013-05-09 18:30","마산","한화",3,7,"NC","정규시즌"
"2013-05-10 18:30","잠실","NC",3,4,"두산","정규시즌"
"2013-05-10 18:30","목동","SK",6,4,"넥센","정규시즌"
"2013-05-10 18:30","사직","LG",4,2,"롯데","정규시즌"
"2013-05-10 18:30","포항","KIA",0,3,"삼성","정규시즌"
"2013-05-11 17:00","잠실","NC",5,6,"두산","정규시즌"
"2013-05-11 17:00","목동","SK",2,5,"넥센","정규시즌"
"2013-05-11 17:00","사직","LG",3,4,"롯데","정규시즌"
"2013-05-11 17:00","포항","KIA",1,9,"삼성","정규시즌"
"2013-05-12 17:00","잠실","NC",17,5,"두산","정규시즌"
"2013-05-12 17:00","목동","SK",5,8,"넥센","정규시즌"
"2013-05-12 17:00","사직","LG",3,8,"롯데","정규시즌"
"2013-05-12 17:00","포항","KIA",4,5,"삼성","정규시즌"
"2013-05-14 18:30","잠실","삼성",7,3,"두산","정규시즌"
"2013-05-14 18:30","목동","한화",7,2,"넥센","정규시즌"
"2013-05-14 18:30","사직","NC",2,2,"롯데","정규시즌"
"2013-05-14 18:30","무등","SK",1,3,"KIA","정규시즌"
"2013-05-15 18:30","잠실","삼성",8,3,"두산","정규시즌"
"2013-05-15 18:30","목동","한화",1,19,"넥센","정규시즌"
"2013-05-15 18:30","사직","NC",6,4,"롯데","정규시즌"
"2013-05-15 18:30","무등","SK",4,3,"KIA","정규시즌"
"2013-05-16 18:30","잠실","삼성",0,7,"두산","정규시즌"
"2013-05-16 18:30","목동","한화",5,6,"넥센","정규시즌"
"2013-05-16 18:30","사직","NC",8,5,"롯데","정규시즌"
"2013-05-16 18:30","무등","SK",9,2,"KIA","정규시즌"
"2013-05-17 14:00","대전","두산",4,5,"한화","정규시즌"
"2013-05-17 15:00","문학","롯데",3,4,"SK","정규시즌"
"2013-05-17 17:00","잠실","KIA",3,2,"LG","정규시즌"
"2013-05-17 17:00","마산","삼성",2,1,"NC","정규시즌"
"2013-05-18 17:00","잠실","KIA",3,1,"LG","정규시즌"
"2013-05-18 17:00","문학","롯데",6,5,"SK","정규시즌"
"2013-05-18 17:00","대전","두산",2,14,"한화","정규시즌"
"2013-05-18 17:00","마산","삼성",7,3,"NC","정규시즌"
"2013-05-19 17:00","잠실","KIA",4,7,"LG","정규시즌"
"2013-05-19 17:00","문학","롯데",11,5,"SK","정규시즌"
"2013-05-19 17:00","대전","두산",15,8,"한화","정규시즌"
"2013-05-19 17:00","마산","삼성",7,4,"NC","정규시즌"
"2013-05-21 18:30","잠실","넥센",15,7,"두산","정규시즌"
"2013-05-21 18:30","문학","NC",2,6,"SK","정규시즌"
"2013-05-21 18:30","대구","LG",4,8,"삼성","정규시즌"
"2013-05-21 18:30","무등","한화",2,8,"KIA","정규시즌"
"2013-05-22 18:30","잠실","넥센",8,4,"두산","정규시즌"
"2013-05-22 18:30","문학","NC",4,3,"SK","정규시즌"
"2013-05-22 18:30","대구","LG",9,1,"삼성","정규시즌"
"2013-05-22 18:30","무등","한화",3,1,"KIA","정규시즌"
"2013-05-23 18:30","잠실","넥센",1,2,"두산","정규시즌"
"2013-05-23 18:30","문학","NC",6,2,"SK","정규시즌"
"2013-05-23 18:30","대구","LG",3,2,"삼성","정규시즌"
"2013-05-23 18:30","무등","한화",2,10,"KIA","정규시즌"
"2013-05-24 18:30","잠실","SK",3,4,"LG","정규시즌"
"2013-05-24 18:30","목동","롯데",2,1,"넥센","정규시즌"
"2013-05-24 18:30","대전","삼성",8,1,"한화","정규시즌"
"2013-05-24 18:30","무등","NC",10,5,"KIA","정규시즌"
"2013-05-25 17:00","잠실","SK",5,1,"LG","정규시즌"
"2013-05-25 17:00","목동","롯데",3,4,"넥센","정규시즌"
"2013-05-25 17:00","대전","삼성",6,1,"한화","정규시즌"
"2013-05-25 17:00","무등","NC",9,2,"KIA","정규시즌"
"2013-05-26 17:00","잠실","SK",0,1,"LG","정규시즌"
"2013-05-26 17:00","목동","롯데",1,7,"넥센","정규시즌"
"2013-05-26 17:00","대전","삼성",1,3,"한화","정규시즌"
"2013-05-26 17:00","무등","NC",4,7,"KIA","정규시즌"
"2013-05-28 18:30","잠실","한화",4,3,"LG","정규시즌"
"2013-05-28 18:30","사직","두산",3,8,"롯데","정규시즌"
"2013-05-29 18:30","잠실","한화",1,7,"LG","정규시즌"
"2013-05-29 18:30","사직","두산",0,3,"롯데","정규시즌"
"2013-05-29 18:30","마산","넥센",6,4,"NC","정규시즌"
"2013-05-30 18:30","잠실","한화",3,5,"LG","정규시즌"
"2013-05-30 18:30","문학","삼성",5,4,"SK","정규시즌"
"2013-05-30 18:30","사직","두산",6,8,"롯데","정규시즌"
"2013-05-30 18:30","마산","넥센",1,7,"NC","정규시즌"
"2013-05-31 18:30","잠실","넥센",10,3,"두산","정규시즌"
"2013-05-31 18:30","대전","NC",7,2,"한화","정규시즌"
"2013-05-31 18:30","대구","롯데",10,0,"삼성","정규시즌"
"2013-05-31 18:30","무등","LG",11,2,"KIA","정규시즌"
"2013-06-01 17:00","잠실","넥센",4,8,"두산","정규시즌"
"2013-06-01 17:00","대전","NC",8,3,"한화","정규시즌"
"2013-06-01 17:00","대구","롯데",2,1,"삼성","정규시즌"
"2013-06-01 17:00","무등","LG",7,3,"KIA","정규시즌"
"2013-06-02 17:00","잠실","넥센",4,11,"두산","정규시즌"
"2013-06-02 17:00","대전","NC",1,5,"한화","정규시즌"
"2013-06-02 17:00","대구","롯데",3,5,"삼성","정규시즌"
"2013-06-02 17:00","무등","LG",5,4,"KIA","정규시즌"
"2013-06-04 18:30","잠실","두산",9,7,"LG","정규시즌"
"2013-06-04 18:30","목동","삼성",1,3,"넥센","정규시즌"
"2013-06-04 18:30","사직","KIA",7,2,"롯데","정규시즌"
"2013-06-04 18:30","마산","SK",4,2,"NC","정규시즌"
"2013-06-05 18:30","잠실","두산",3,5,"LG","정규시즌"
"2013-06-05 18:30","목동","삼성",3,3,"넥센","정규시즌"
"2013-06-05 18:30","사직","KIA",3,6,"롯데","정규시즌"
"2013-06-05 18:30","마산","SK",5,11,"NC","정규시즌"
"2013-06-06 14:00","잠실","두산",4,5,"LG","정규시즌"
"2013-06-06 14:00","목동","삼성",7,15,"넥센","정규시즌"
"2013-06-06 14:00","사직","KIA",3,13,"롯데","정규시즌"
"2013-06-06 14:00","마산","SK",4,7,"NC","정규시즌"
"2013-06-07 18:30","잠실","롯데",4,7,"LG","정규시즌"
"2013-06-07 18:30","목동","KIA",2,8,"넥센","정규시즌"
"2013-06-07 18:30","문학","한화",3,12,"SK","정규시즌"
"2013-06-07 18:30","대구","두산",2,3,"삼성","정규시즌"
"2013-06-08 17:00","잠실","롯데",0,6,"LG","정규시즌"
"2013-06-08 17:00","목동","KIA",8,6,"넥센","정규시즌"
"2013-06-08 17:00","문학","한화",3,4,"SK","정규시즌"
"2013-06-08 17:00","대구","두산",1,2,"삼성","정규시즌"
"2013-06-09 17:00","잠실","롯데",8,2,"LG","정규시즌"
"2013-06-09 17:00","목동","KIA",6,4,"넥센","정규시즌"
"2013-06-09 17:00","문학","한화",8,4,"SK","정규시즌"
"2013-06-09 17:00","대구","두산",2,4,"삼성","정규시즌"
"2013-06-11 18:30","잠실","SK",7,5,"두산","정규시즌"
"2013-06-11 18:30","대전","LG",11,3,"한화","정규시즌"
"2013-06-11 18:30","무등","NC",2,7,"KIA","정규시즌"
"2013-06-12 18:30","잠실","SK",1,2,"두산","정규시즌"
"2013-06-12 18:30","사직","넥센",3,6,"롯데","정규시즌"
"2013-06-12 18:30","무등","NC",1,2,"KIA","정규시즌"
"2013-06-13 18:30","잠실","SK",3,8,"두산","정규시즌"
"2013-06-13 18:30","대전","LG",6,1,"한화","정규시즌"
"2013-06-13 18:30","사직","넥센",3,4,"롯데","정규시즌"
"2013-06-13 18:30","무등","NC",7,8,"KIA","정규시즌"
"2013-06-14 18:30","잠실","넥센",3,4,"LG","정규시즌"
"2013-06-14 18:30","사직","한화",5,9,"롯데","정규시즌"
"2013-06-14 18:30","마산","삼성",14,6,"NC","정규시즌"
"2013-06-15 17:00","잠실","넥센",0,9,"LG","정규시즌"
"2013-06-15 17:00","사직","한화",3,2,"롯데","정규시즌"
"2013-06-15 17:00","무등","SK",3,8,"KIA","정규시즌"
"2013-06-15 17:00","마산","삼성",3,8,"NC","정규시즌"
"2013-06-16 17:00","잠실","넥센",4,5,"LG","정규시즌"
"2013-06-16 17:00","사직","한화",3,4,"롯데","정규시즌"
"2013-06-16 17:00","무등","SK",7,9,"KIA","정규시즌"
"2013-06-16 17:00","마산","삼성",7,7,"NC","정규시즌"
"2013-06-19 18:30","잠실","롯데",13,6,"두산","정규시즌"
"2013-06-19 18:30","문학","삼성",2,4,"SK","정규시즌"
"2013-06-19 18:30","대전","KIA",8,2,"한화","정규시즌"
"2013-06-19 18:30","마산","LG",4,1,"NC","정규시즌"
"2013-06-20 18:30","잠실","롯데",4,2,"두산","정규시즌"
"2013-06-20 18:30","문학","삼성",5,2,"SK","정규시즌"
"2013-06-20 18:30","대전","KIA",6,3,"한화","정규시즌"
"2013-06-20 18:30","마산","LG",3,4,"NC","정규시즌"
"2013-06-21 18:30","잠실","한화",2,7,"두산","정규시즌"
"2013-06-21 18:30","목동","NC",4,1,"넥센","정규시즌"
"2013-06-21 18:30","문학","롯데",4,5,"SK","정규시즌"
"2013-06-21 18:30","대구","LG",8,4,"삼성","정규시즌"
"2013-06-22 17:00","잠실","한화",7,8,"두산","정규시즌"
"2013-06-22 17:00","목동","NC",1,2,"넥센","정규시즌"
"2013-06-22 17:00","문학","롯데",3,2,"SK","정규시즌"
"2013-06-22 17:00","대구","LG",2,7,"삼성","정규시즌"
"2013-06-23 17:00","잠실","한화",3,8,"두산","정규시즌"
"2013-06-23 17:00","목동","NC",5,9,"넥센","정규시즌"
"2013-06-23 17:00","문학","롯데",5,8,"SK","정규시즌"
"2013-06-23 17:00","대구","LG",8,2,"삼성","정규시즌"
"2013-06-25 18:30","목동","SK",3,2,"넥센","정규시즌"
"2013-06-26 18:30","목동","SK",4,7,"넥센","정규시즌"
"2013-06-26 18:30","대전","삼성",2,5,"한화","정규시즌"
"2013-06-26 18:30","사직","NC",2,3,"롯데","정규시즌"
"2013-06-26 18:30","무등","두산",4,4,"KIA","정규시즌"
"2013-06-27 18:30","목동","SK",6,2,"넥센","정규시즌"
"2013-06-27 18:30","사직","NC",0,2,"롯데","정규시즌"
"2013-06-27 18:30","무등","두산",5,4,"KIA","정규시즌"
"2013-06-28 18:30","잠실","SK",2,1,"LG","정규시즌"
"2013-06-28 18:30","대전","넥센",7,8,"한화","정규시즌"
"2013-06-28 18:30","대구","KIA",5,6,"삼성","정규시즌"
"2013-06-28 18:30","마산","두산",6,5,"NC","정규시즌"
"2013-06-29 17:00","잠실","SK",0,4,"LG","정규시즌"
"2013-06-29 17:00","대전","넥센",6,5,"한화","정규시즌"
"2013-06-29 17:00","대구","KIA",2,4,"삼성","정규시즌"
"2013-06-29 17:00","마산","두산",2,1,"NC","정규시즌"
"2013-06-30 17:00","잠실","SK",3,4,"LG","정규시즌"
"2013-06-30 17:00","대전","넥센",6,0,"한화","정규시즌"
"2013-06-30 17:00","대구","KIA",3,10,"삼성","정규시즌"
"2013-06-30 17:00","마산","두산",5,9,"NC","정규시즌"
"2013-07-02 18:30","문학","KIA",8,2,"SK","정규시즌"
"2013-07-02 18:30","사직","삼성",6,4,"롯데","정규시즌"
"2013-07-02 18:30","마산","넥센",0,2,"NC","정규시즌"
"2013-07-03 18:30","잠실","한화",8,9,"LG","정규시즌"
"2013-07-03 18:30","문학","KIA",3,4,"SK","정규시즌"
"2013-07-03 18:30","사직","삼성",2,9,"롯데","정규시즌"
"2013-07-03 18:30","마산","넥센",3,4,"NC","정규시즌"
"2013-07-05 18:30","잠실","삼성",6,9,"두산","정규시즌"
"2013-07-05 18:30","목동","LG",10,12,"넥센","정규시즌"
"2013-07-06 18:00","잠실","삼성",2,4,"두산","정규시즌"
"2013-07-06 18:00","목동","LG",3,6,"넥센","정규시즌"
"2013-07-06 18:00","대전","SK",3,9,"한화","정규시즌"
"2013-07-06 18:00","무등","롯데",6,8,"KIA","정규시즌"
"2013-07-07 18:00","잠실","삼성",8,2,"두산","정규시즌"
"2013-07-07 18:00","목동","LG",2,11,"넥센","정규시즌"
"2013-07-09 18:30","잠실","NC",1,2,"LG","정규시즌"
"2013-07-09 18:30","목동","롯데",1,3,"넥센","정규시즌"
"2013-07-09 18:30","대전","두산",5,0,"한화","정규시즌"
"2013-07-09 18:30","대구","SK",9,3,"삼성","정규시즌"
"2013-07-10 18:30","잠실","NC",1,8,"LG","정규시즌"
"2013-07-10 18:30","목동","롯데",6,2,"넥센","정규시즌"
"2013-07-10 18:30","대전","두산",6,2,"한화","정규시즌"
"2013-07-10 18:30","대구","SK",4,5,"삼성","정규시즌"
"2013-07-11 18:30","잠실","NC",2,4,"LG","정규시즌"
"2013-07-11 18:30","대전","두산",0,6,"한화","정규시즌"
"2013-07-11 18:30","대구","SK",5,1,"삼성","정규시즌"
"2013-07-12 18:30","대구","한화",2,7,"삼성","정규시즌"
"2013-07-12 18:30","마산","롯데",1,2,"NC","정규시즌"
"2013-07-13 18:00","잠실","KIA",2,9,"두산","정규시즌"
"2013-07-13 18:00","문학","LG",10,1,"SK","정규시즌"
"2013-07-13 18:00","대구","한화",2,6,"삼성","정규시즌"
"2013-07-13 18:00","마산","롯데",7,8,"NC","정규시즌"
"2013-07-14 18:00","마산","롯데",1,10,"NC","정규시즌"
"2013-07-16 18:30","잠실","NC",1,5,"두산","정규시즌"
"2013-07-16 18:30","문학","넥센",5,6,"SK","정규시즌"
"2013-07-16 18:30","사직","LG",5,3,"롯데","정규시즌"
"2013-07-16 18:30","무등","한화",8,3,"KIA","정규시즌"
"2013-07-17 18:30","잠실","NC",0,4,"두산","정규시즌"
"2013-07-17 18:30","문학","넥센",9,10,"SK","정규시즌"
"2013-07-17 18:30","사직","LG",5,3,"롯데","정규시즌"
"2013-07-17 18:30","무등","한화",2,6,"KIA","정규시즌"
"2013-07-19 18:30","포항","EAST",4,2,"WEST","올스타"
"2013-07-23 18:30","잠실","KIA",3,13,"LG","정규시즌"
"2013-07-23 18:30","목동","두산",5,8,"넥센","정규시즌"
"2013-07-23 18:30","대전","롯데",5,4,"한화","정규시즌"
"2013-07-23 18:30","대구","NC",0,2,"삼성","정규시즌"
"2013-07-24 18:30","잠실","KIA",7,4,"LG","정규시즌"
"2013-07-24 18:30","목동","두산",6,8,"넥센","정규시즌"
"2013-07-24 18:30","대전","롯데",6,5,"한화","정규시즌"
"2013-07-24 18:30","대구","NC",3,4,"삼성","정규시즌"
"2013-07-25 18:30","잠실","KIA",0,1,"LG","정규시즌"
"2013-07-25 18:30","목동","두산",11,5,"넥센","정규시즌"
"2013-07-25 18:30","대전","롯데",5,1,"한화","정규시즌"
"2013-07-25 18:30","대구","NC",1,6,"삼성","정규시즌"
"2013-07-26 18:30","잠실","LG",12,15,"두산","정규시즌"
"2013-07-26 18:30","대구","넥센",7,13,"삼성","정규시즌"
"2013-07-26 18:30","사직","SK",11,1,"롯데","정규시즌"
"2013-07-26 18:30","마산","KIA",4,5,"NC","정규시즌"
"2013-07-27 18:00","잠실","LG",9,5,"두산","정규시즌"
"2013-07-27 18:00","대구","넥센",5,6,"삼성","정규시즌"
"2013-07-27 18:00","사직","SK",4,7,"롯데","정규시즌"
"2013-07-27 18:00","마산","KIA",4,8,"NC","정규시즌"
"2013-07-28 18:00","잠실","LG",4,7,"두산","정규시즌"
"2013-07-28 18:00","대구","넥센",5,2,"삼성","정규시즌"
"2013-07-28 18:00","사직","SK",4,3,"롯데","정규시즌"
"2013-07-28 18:00","마산","KIA",8,4,"NC","정규시즌"
