날짜,시간,경기,구장,비고,경기날짜및시간,원정팀,원정팀_점수,홈팀_점수,홈팀,비고.1,비고.2,홈팀_결과,원정팀_결과
,18:30,한화 2vs10 KIA,무등,-,2013-05-23 18:30,한화,2,10,KIA,,정규시즌,승,패
05.24(금),18:30,SK 3vs4 LG,잠실,-,2013-05-24 18:30,SK,3,4,LG,,정규시즌,승,패
,18:30,롯데 2vs1 넥센,목동,-,2013-05-24 18:30,롯데,2,1,넥센,,정규시즌,패,승
,18:30,삼성 8vs1 한화,대전,-,2013-05-24 18:30,삼성,8,1,한화,,정규시즌,패,승
,18:30,NC 10vs5 KIA,무등,-,2013-05-24 18:30,NC,10,5,KIA,,정규시즌,패,승
05.25(토),17:00,SK 5vs1 LG,잠실,-,2013-05-25 17:00,SK,5,1,LG,,정규시즌,패,승
,17:00,롯데 3vs4 넥센,목동,-,2013-05-25 17:00,롯데,3,4,넥센,,정규시즌,승,패
,17:00,삼성 6vs1 한화,대전,-,2013-05-25 17:00,삼성,6,1,한화,,정규시즌,패,승
,17:00,NC 9vs2 KIA,무등,-,2013-05-25 17:00,NC,9,2,KIA,,정규시즌,패,승
05.26(일),17:00,SK 0vs1 LG,잠실,-,2013-05-26 17:00,SK,0,1,LG,,정규시즌,승,패
,17:00,롯데 1vs7 넥센,목동,-,2013-05-26 17:00,롯데,1,7,넥센,,정규시즌,승,패
,17:00,삼성 1vs3 한화,대전,-,2013-05-26 17:00,삼성,1,3,한화,,정규시즌,승,패
,17:00,NC 4vs7 KIA,무등,-,2013-05-26 17:00,NC,4,7,KIA,,정규시즌,승,패
05.28(화),18:30,한화 4vs3 LG,잠실,-,2013-05-28 18:30,한화,4,3,LG,,정규시즌,패,승
,18:30,삼성 vs SK,문학,우천취소,2013-05-28 18:30,삼성,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:30,두산 3vs8 롯데,사직,-,2013-05-28 18:30,두산,3,8,롯데,,정규시즌,승,패
,18:30,넥센 vs NC,마산,우천취소,2013-05-28 18:30,넥센,NA,NA,NC,경기 없는 날,정규시즌,NA,NA
05.29(수),18:30,한화 1vs7 LG,잠실,-,2013-05-29 18:30,한화,1,7,LG,,정규시즌,승,패
,18:30,삼성 vs SK,문학,우천취소,2013-05-29 18:30,삼성,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:30,두산 0vs3 롯데,사직,-,2013-05-29 18:30,두산,0,3,롯데,,정규시즌,승,패
,18:30,넥센 6vs4 NC,마산,-,2013-05-29 18:30,넥센,6,4,NC,,정규시즌,패,승
05.30(목),18:30,한화 3vs5 LG,잠실,-,2013-05-30 18:30,한화,3,5,LG,,정규시즌,승,패
,18:30,삼성 5vs4 SK,문학,-,2013-05-30 18:30,삼성,5,4,SK,,정규시즌,패,승
,18:30,두산 6vs8 롯데,사직,-,2013-05-30 18:30,두산,6,8,롯데,,정규시즌,승,패
,18:30,넥센 1vs7 NC,마산,-,2013-05-30 18:30,넥센,1,7,NC,,정규시즌,승,패
05.31(금),18:30,넥센 10vs3 두산,잠실,-,2013-05-31 18:30,넥센,10,3,두산,,정규시즌,패,승
,18:30,NC 7vs2 한화,대전,-,2013-05-31 18:30,NC,7,2,한화,,정규시즌,패,승
,18:30,롯데 10vs0 삼성,대구,-,2013-05-31 18:30,롯데,10,0,삼성,,정규시즌,패,승
,18:30,LG 11vs2 KIA,무등,-,2013-05-31 18:30,LG,11,2,KIA,,정규시즌,패,승
06.01(토),17:00,넥센 4vs8 두산,잠실,-,2013-06-01 17:00,넥센,4,8,두산,,정규시즌,승,패
,17:00,NC 8vs3 한화,대전,-,2013-06-01 17:00,NC,8,3,한화,,정규시즌,패,승
,17:00,롯데 2vs1 삼성,대구,-,2013-06-01 17:00,롯데,2,1,삼성,,정규시즌,패,승
,17:00,LG 7vs3 KIA,무등,-,2013-06-01 17:00,LG,7,3,KIA,,정규시즌,패,승
06.02(일),17:00,넥센 4vs11 두산,잠실,-,2013-06-02 17:00,넥센,4,11,두산,,정규시즌,승,패
,17:00,NC 1vs5 한화,대전,-,2013-06-02 17:00,NC,1,5,한화,,정규시즌,승,패
,17:00,롯데 3vs5 삼성,대구,-,2013-06-02 17:00,롯데,3,5,삼성,,정규시즌,승,패
,17:00,LG 5vs4 KIA,무등,-,2013-06-02 17:00,LG,5,4,KIA,,정규시즌,패,승
06.04(화),18:30,두산 9vs7 LG,잠실,-,2013-06-04 18:30,두산,9,7,LG,,정규시즌,패,승
,18:30,삼성 1vs3 넥센,목동,-,2013-06-04 18:30,삼성,1,3,넥센,,정규시즌,승,패
,18:30,KIA 7vs2 롯데,사직,-,2013-06-04 18:30,KIA,7,2,롯데,,정규시즌,패,승
,18:30,SK 4vs2 NC,마산,-,2013-06-04 18:30,SK,4,2,NC,,정규시즌,패,승
06.05(수),18:30,두산 3vs5 LG,잠실,-,2013-06-05 18:30,두산,3,5,LG,,정규시즌,승,패
,18:30,삼성 3vs3 넥센,목동,-,2013-06-05 18:30,삼성,3,3,넥센,,정규시즌,무,무
,18:30,KIA 3vs6 롯데,사직,-,2013-06-05 18:30,KIA,3,6,롯데,,정규시즌,승,패
,18:30,SK 5vs11 NC,마산,-,2013-06-05 18:30,SK,5,11,NC,,정규시즌,승,패
06.06(목),14:00,두산 4vs5 LG,잠실,-,2013-06-06 14:00,두산,4,5,LG,,정규시즌,승,패
,14:00,삼성 7vs15 넥센,목동,-,2013-06-06 14:00,삼성,7,15,넥센,,정규시즌,승,패
,14:00,KIA 3vs13 롯데,사직,-,2013-06-06 14:00,KIA,3,13,롯데,,정규시즌,승,패
,14:00,SK 4vs7 NC,마산,-,2013-06-06 14:00,SK,4,7,NC,,정규시즌,승,패
06.07(금),18:30,롯데 4vs7 LG,잠실,-,2013-06-07 18:30,롯데,4,7,LG,,정규시즌,승,패
,18:30,KIA 2vs8 넥센,목동,-,2013-06-07 18:30,KIA,2,8,넥센,,정규시즌,승,패
,18:30,한화 3vs12 SK,문학,-,2013-06-07 18:30,한화,3,12,SK,,정규시즌,승,패
,18:30,두산 2vs3 삼성,대구,-,2013-06-07 18:30,두산,2,3,삼성,,정규시즌,승,패
06.08(토),17:00,롯데 0vs6 LG,잠실,-,2013-06-08 17:00,롯데,0,6,LG,,정규시즌,승,패
,17:00,KIA 8vs6 넥센,목동,-,2013-06-08 17:00,KIA,8,6,넥센,,정규시즌,패,승
,17:00,한화 3vs4 SK,문학,-,2013-06-08 17:00,한화,3,4,SK,,정규시즌,승,패
,17:00,두산 1vs2 삼성,대구,-,2013-06-08 17:00,두산,1,2,삼성,,정규시즌,승,패
06.09(일),17:00,롯데 8vs2 LG,잠실,-,2013-06-09 17:00,롯데,8,2,LG,,정규시즌,패,승
,17:00,KIA 6vs4 넥센,목동,-,2013-06-09 17:00,KIA,6,4,넥센,,정규시즌,패,승
,17:00,한화 8vs4 SK,문학,-,2013-06-09 17:00,한화,8,4,SK,,정규시즌,패,승
,17:00,두산 2vs4 삼성,대구,-,2013-06-09 17:00,두산,2,4,삼성,,정규시즌,승,패
06.11(화),18:30,SK 7vs5 두산,잠실,-,2013-06-11 18:30,SK,7,5,두산,,정규시즌,패,승
,18:30,LG 11vs3 한화,대전,-,2013-06-11 18:30,LG,11,3,한화,,정규시즌,패,승
,18:30,넥센 vs 롯데,사직,우천취소,2013-06-11 18:30,넥센,NA,NA,롯데,경기 없는 날,정규시즌,NA,NA
,18:30,NC 2vs7 KIA,무등,-,2013-06-11 18:30,NC,2,7,KIA,,정규시즌,승,패
06.12(수),18:30,SK 1vs2 두산,잠실,-,2013-06-12 18:30,SK,1,2,두산,,정규시즌,승,패
,18:30,LG vs 한화,대전,우천취소,2013-06-12 18:30,LG,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:30,넥센 3vs6 롯데,사직,-,2013-06-12 18:30,넥센,3,6,롯데,,정규시즌,승,패
,18:30,NC 1vs2 KIA,무등,-,2013-06-12 18:30,NC,1,2,KIA,,정규시즌,승,패
06.13(목),18:30,SK 3vs8 두산,잠실,-,2013-06-13 18:30,SK,3,8,두산,,정규시즌,승,패
,18:30,LG 6vs1 한화,대전,-,2013-06-13 18:30,LG,6,1,한화,,정규시즌,패,승
,18:30,넥센 3vs4 롯데,사직,-,2013-06-13 18:30,넥센,3,4,롯데,,정규시즌,승,패
,18:30,NC 7vs8 KIA,무등,-,2013-06-13 18:30,NC,7,8,KIA,,정규시즌,승,패
06.14(금),18:30,넥센 3vs4 LG,잠실,-,2013-06-14 18:30,넥센,3,4,LG,,정규시즌,승,패
,18:30,한화 5vs9 롯데,사직,-,2013-06-14 18:30,한화,5,9,롯데,,정규시즌,승,패
,18:30,SK vs KIA,무등,우천취소,2013-06-14 18:30,SK,NA,NA,KIA,경기 없는 날,정규시즌,NA,NA
,18:30,삼성 14vs6 NC,마산,-,2013-06-14 18:30,삼성,14,6,NC,,정규시즌,패,승
06.15(토),17:00,넥센 0vs9 LG,잠실,-,2013-06-15 17:00,넥센,0,9,LG,,정규시즌,승,패
,17:00,한화 3vs2 롯데,사직,-,2013-06-15 17:00,한화,3,2,롯데,,정규시즌,패,승
,17:00,SK 3vs8 KIA,무등,-,2013-06-15 17:00,SK,3,8,KIA,,정규시즌,승,패
,17:00,삼성 3vs8 NC,마산,-,2013-06-15 17:00,삼성,3,8,NC,,정규시즌,승,패
06.16(일),17:00,넥센 4vs5 LG,잠실,-,2013-06-16 17:00,넥센,4,5,LG,,정규시즌,승,패
,17:00,한화 3vs4 롯데,사직,-,2013-06-16 17:00,한화,3,4,롯데,,정규시즌,승,패
,17:00,SK 7vs9 KIA,무등,-,2013-06-16 17:00,SK,7,9,KIA,,정규시즌,승,패
,17:00,삼성 7vs7 NC,마산,-,2013-06-16 17:00,삼성,7,7,NC,,정규시즌,무,무
06.18(화),18:30,롯데 vs 두산,잠실,우천취소,2013-06-18 18:30,롯데,NA,NA,두산,경기 없는 날,정규시즌,NA,NA
,18:30,삼성 vs SK,문학,우천취소,2013-06-18 18:30,삼성,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:30,KIA vs 한화,대전,우천취소,2013-06-18 18:30,KIA,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:30,LG vs NC,마산,우천취소,2013-06-18 18:30,LG,NA,NA,NC,경기 없는 날,정규시즌,NA,NA
06.19(수),18:30,롯데 13vs6 두산,잠실,-,2013-06-19 18:30,롯데,13,6,두산,,정규시즌,패,승
,18:30,삼성 2vs4 SK,문학,-,2013-06-19 18:30,삼성,2,4,SK,,정규시즌,승,패
,18:30,KIA 8vs2 한화,대전,-,2013-06-19 18:30,KIA,8,2,한화,,정규시즌,패,승
,18:30,LG 4vs1 NC,마산,-,2013-06-19 18:30,LG,4,1,NC,,정규시즌,패,승
06.20(목),18:30,롯데 4vs2 두산,잠실,-,2013-06-20 18:30,롯데,4,2,두산,,정규시즌,패,승
,18:30,삼성 5vs2 SK,문학,-,2013-06-20 18:30,삼성,5,2,SK,,정규시즌,패,승
,18:30,KIA 6vs3 한화,대전,-,2013-06-20 18:30,KIA,6,3,한화,,정규시즌,패,승
,18:30,LG 3vs4 NC,마산,-,2013-06-20 18:30,LG,3,4,NC,,정규시즌,승,패
06.21(금),18:30,한화 2vs7 두산,잠실,-,2013-06-21 18:30,한화,2,7,두산,,정규시즌,승,패
,18:30,NC 4vs1 넥센,목동,-,2013-06-21 18:30,NC,4,1,넥센,,정규시즌,패,승
,18:30,롯데 4vs5 SK,문학,-,2013-06-21 18:30,롯데,4,5,SK,,정규시즌,승,패
,18:30,LG 8vs4 삼성,대구,-,2013-06-21 18:30,LG,8,4,삼성,,정규시즌,패,승
06.22(토),17:00,한화 7vs8 두산,잠실,-,2013-06-22 17:00,한화,7,8,두산,,정규시즌,승,패
,17:00,NC 1vs2 넥센,목동,-,2013-06-22 17:00,NC,1,2,넥센,,정규시즌,승,패
,17:00,롯데 3vs2 SK,문학,-,2013-06-22 17:00,롯데,3,2,SK,,정규시즌,패,승
,17:00,LG 2vs7 삼성,대구,-,2013-06-22 17:00,LG,2,7,삼성,,정규시즌,승,패
06.23(일),17:00,한화 3vs8 두산,잠실,-,2013-06-23 17:00,한화,3,8,두산,,정규시즌,승,패
,17:00,NC 5vs9 넥센,목동,-,2013-06-23 17:00,NC,5,9,넥센,,정규시즌,승,패
,17:00,롯데 5vs8 SK,문학,-,2013-06-23 17:00,롯데,5,8,SK,,정규시즌,승,패
,17:00,LG 8vs2 삼성,대구,-,2013-06-23 17:00,LG,8,2,삼성,,정규시즌,패,승
06.25(화),18:30,SK 3vs2 넥센,목동,-,2013-06-25 18:30,SK,3,2,넥센,,정규시즌,패,승
,18:30,삼성 vs 한화,대전,우천취소,2013-06-25 18:30,삼성,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:30,NC vs 롯데,사직,우천취소,2013-06-25 18:30,NC,NA,NA,롯데,경기 없는 날,정규시즌,NA,NA
,18:30,두산 vs KIA,무등,우천취소,2013-06-25 18:30,두산,NA,NA,KIA,경기 없는 날,정규시즌,NA,NA
06.26(수),18:30,SK 4vs7 넥센,목동,-,2013-06-26 18:30,SK,4,7,넥센,,정규시즌,승,패
,18:30,삼성 2vs5 한화,대전,-,2013-06-26 18:30,삼성,2,5,한화,,정규시즌,승,패
,18:30,NC 2vs3 롯데,사직,-,2013-06-26 18:30,NC,2,3,롯데,,정규시즌,승,패
,18:30,두산 4vs4 KIA,무등,-,2013-06-26 18:30,두산,4,4,KIA,,정규시즌,무,무
06.27(목),18:30,SK 6vs2 넥센,목동,-,2013-06-27 18:30,SK,6,2,넥센,,정규시즌,패,승
,18:30,삼성 vs 한화,대전,우천취소,2013-06-27 18:30,삼성,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:30,NC 0vs2 롯데,사직,-,2013-06-27 18:30,NC,0,2,롯데,,정규시즌,승,패
,18:30,두산 5vs4 KIA,무등,-,2013-06-27 18:30,두산,5,4,KIA,,정규시즌,패,승
06.28(금),18:30,SK 2vs1 LG,잠실,-,2013-06-28 18:30,SK,2,1,LG,,정규시즌,패,승
,18:30,넥센 7vs8 한화,대전,-,2013-06-28 18:30,넥센,7,8,한화,,정규시즌,승,패
,18:30,KIA 5vs6 삼성,대구,-,2013-06-28 18:30,KIA,5,6,삼성,,정규시즌,승,패
,18:30,두산 6vs5 NC,마산,-,2013-06-28 18:30,두산,6,5,NC,,정규시즌,패,승
06.29(토),17:00,SK 0vs4 LG,잠실,-,2013-06-29 17:00,SK,0,4,LG,,정규시즌,승,패
,17:00,넥센 6vs5 한화,대전,-,2013-06-29 17:00,넥센,6,5,한화,,정규시즌,패,승
,17:00,KIA 2vs4 삼성,대구,-,2013-06-29 17:00,KIA,2,4,삼성,,정규시즌,승,패
,17:00,두산 2vs1 NC,마산,-,2013-06-29 17:00,두산,2,1,NC,,정규시즌,패,승
06.30(일),17:00,SK 3vs4 LG,잠실,-,2013-06-30 17:00,SK,3,4,LG,,정규시즌,승,패
,17:00,넥센 6vs0 한화,대전,-,2013-06-30 17:00,넥센,6,0,한화,,정규시즌,패,승
,17:00,KIA 3vs10 삼성,대구,-,2013-06-30 17:00,KIA,3,10,삼성,,정규시즌,승,패
,17:00,두산 5vs9 NC,마산,-,2013-06-30 17:00,두산,5,9,NC,,정규시즌,승,패
07.02(화),18:30,한화 vs LG,잠실,우천취소,2013-07-02 18:30,한화,NA,NA,LG,경기 없는 날,정규시즌,NA,NA
,18:30,KIA 8vs2 SK,문학,-,2013-07-02 18:30,KIA,8,2,SK,,정규시즌,패,승
,18:30,삼성 6vs4 롯데,사직,-,2013-07-02 18:30,삼성,6,4,롯데,,정규시즌,패,승
,18:30,넥센 0vs2 NC,마산,-,2013-07-02 18:30,넥센,0,2,NC,,정규시즌,승,패
07.03(수),18:30,한화 8vs9 LG,잠실,-,2013-07-03 18:30,한화,8,9,LG,,정규시즌,승,패
,18:30,KIA 3vs4 SK,문학,-,2013-07-03 18:30,KIA,3,4,SK,,정규시즌,승,패
,18:30,삼성 2vs9 롯데,사직,-,2013-07-03 18:30,삼성,2,9,롯데,,정규시즌,승,패
,18:30,넥센 3vs4 NC,마산,-,2013-07-03 18:30,넥센,3,4,NC,,정규시즌,승,패
07.04(목),18:30,한화 vs LG,잠실,우천취소,2013-07-04 18:30,한화,NA,NA,LG,경기 없는 날,정규시즌,NA,NA
,18:30,KIA vs SK,문학,우천취소,2013-07-04 18:30,KIA,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:30,삼성 vs 롯데,사직,우천취소,2013-07-04 18:30,삼성,NA,NA,롯데,경기 없는 날,정규시즌,NA,NA
,18:30,넥센 vs NC,마산,우천취소,2013-07-04 18:30,넥센,NA,NA,NC,경기 없는 날,정규시즌,NA,NA
07.05(금),18:30,삼성 6vs9 두산,잠실,-,2013-07-05 18:30,삼성,6,9,두산,,정규시즌,승,패
,18:30,LG 10vs12 넥센,목동,-,2013-07-05 18:30,LG,10,12,넥센,,정규시즌,승,패
,18:30,SK vs 한화,대전,우천취소,2013-07-05 18:30,SK,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:30,롯데 vs KIA,무등,우천취소,2013-07-05 18:30,롯데,NA,NA,KIA,경기 없는 날,정규시즌,NA,NA
07.06(토),18:00,삼성 2vs4 두산,잠실,-,2013-07-06 18:00,삼성,2,4,두산,,정규시즌,승,패
,18:00,LG 3vs6 넥센,목동,-,2013-07-06 18:00,LG,3,6,넥센,,정규시즌,승,패
,18:00,SK 3vs9 한화,대전,-,2013-07-06 18:00,SK,3,9,한화,,정규시즌,승,패
,18:00,롯데 6vs8 KIA,무등,-,2013-07-06 18:00,롯데,6,8,KIA,,정규시즌,승,패
07.07(일),18:00,삼성 8vs2 두산,잠실,-,2013-07-07 18:00,삼성,8,2,두산,,정규시즌,패,승
,18:00,LG 2vs11 넥센,목동,-,2013-07-07 18:00,LG,2,11,넥센,,정규시즌,승,패
,18:00,SK vs 한화,대전,우천취소,2013-07-07 18:00,SK,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
,18:00,롯데 vs KIA,무등,우천취소,2013-07-07 18:00,롯데,NA,NA,KIA,경기 없는 날,정규시즌,NA,NA
07.09(화),18:30,NC 1vs2 LG,잠실,-,2013-07-09 18:30,NC,1,2,LG,,정규시즌,승,패
,18:30,롯데 1vs3 넥센,목동,-,2013-07-09 18:30,롯데,1,3,넥센,,정규시즌,승,패
,18:30,두산 5vs0 한화,대전,-,2013-07-09 18:30,두산,5,0,한화,,정규시즌,패,승
,18:30,SK 9vs3 삼성,대구,-,2013-07-09 18:30,SK,9,3,삼성,,정규시즌,패,승
07.10(수),18:30,NC 1vs8 LG,잠실,-,2013-07-10 18:30,NC,1,8,LG,,정규시즌,승,패
,18:30,롯데 6vs2 넥센,목동,-,2013-07-10 18:30,롯데,6,2,넥센,,정규시즌,패,승
,18:30,두산 6vs2 한화,대전,-,2013-07-10 18:30,두산,6,2,한화,,정규시즌,패,승
,18:30,SK 4vs5 삼성,대구,-,2013-07-10 18:30,SK,4,5,삼성,,정규시즌,승,패
07.11(목),18:30,NC 2vs4 LG,잠실,-,2013-07-11 18:30,NC,2,4,LG,,정규시즌,승,패
,18:30,롯데 vs 넥센,목동,우천취소,2013-07-11 18:30,롯데,NA,NA,넥센,경기 없는 날,정규시즌,NA,NA
,18:30,두산 0vs6 한화,대전,-,2013-07-11 18:30,두산,0,6,한화,,정규시즌,승,패
,18:30,SK 5vs1 삼성,대구,-,2013-07-11 18:30,SK,5,1,삼성,,정규시즌,패,승
07.12(금),18:30,KIA vs 두산,잠실,우천취소,2013-07-12 18:30,KIA,NA,NA,두산,경기 없는 날,정규시즌,NA,NA
,18:30,LG vs SK,문학,우천취소,2013-07-12 18:30,LG,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:30,한화 2vs7 삼성,대구,-,2013-07-12 18:30,한화,2,7,삼성,,정규시즌,승,패
,18:30,롯데 1vs2 NC,마산,-,2013-07-12 18:30,롯데,1,2,NC,,정규시즌,승,패
07.13(토),18:00,KIA 2vs9 두산,잠실,-,2013-07-13 18:00,KIA,2,9,두산,,정규시즌,승,패
,18:00,LG 10vs1 SK,문학,-,2013-07-13 18:00,LG,10,1,SK,,정규시즌,패,승
,18:00,한화 2vs6 삼성,대구,-,2013-07-13 18:00,한화,2,6,삼성,,정규시즌,승,패
,18:00,롯데 7vs8 NC,마산,-,2013-07-13 18:00,롯데,7,8,NC,,정규시즌,승,패
07.14(일),18:00,KIA vs 두산,잠실,우천취소,2013-07-14 18:00,KIA,NA,NA,두산,경기 없는 날,정규시즌,NA,NA
,18:00,LG vs SK,문학,우천취소,2013-07-14 18:00,LG,NA,NA,SK,경기 없는 날,정규시즌,NA,NA
,18:00,한화 vs 삼성,대구,우천취소,2013-07-14 18:00,한화,NA,NA,삼성,경기 없는 날,정규시즌,NA,NA
,18:00,롯데 1vs10 NC,마산,-,2013-07-14 18:00,롯데,1,10,NC,,정규시즌,승,패
07.16(화),18:30,NC 1vs5 두산,잠실,-,2013-07-16 18:30,NC,1,5,두산,,정규시즌,승,패
,18:30,넥센 5vs6 SK,문학,-,2013-07-16 18:30,넥센,5,6,SK,,정규시즌,승,패
,18:30,LG 5vs3 롯데,사직,-,2013-07-16 18:30,LG,5,3,롯데,,정규시즌,패,승
,18:30,한화 8vs3 KIA,무등,-,2013-07-16 18:30,한화,8,3,KIA,,정규시즌,패,승
07.17(수),18:30,NC 0vs4 두산,잠실,-,2013-07-17 18:30,NC,0,4,두산,,정규시즌,승,패
,18:30,넥센 9vs10 SK,문학,-,2013-07-17 18:30,넥센,9,10,SK,,정규시즌,승,패
,18:30,LG 5vs3 롯데,사직,-,2013-07-17 18:30,LG,5,3,롯데,,정규시즌,패,승
,18:30,한화 2vs6 KIA,무등,-,2013-07-17 18:30,한화,2,6,KIA,,정규시즌,승,패
07.19(금),18:30,EAST 4vs2 WEST,포항,-,2013-07-19 18:30,EAST,4,2,WEST,,올스타,패,승
07.23(화),18:30,KIA 3vs13 LG,잠실,-,2013-07-23 18:30,KIA,3,13,LG,,정규시즌,승,패
,18:30,두산 5vs8 넥센,목동,-,2013-07-23 18:30,두산,5,8,넥센,,정규시즌,승,패
,18:30,롯데 5vs4 한화,대전,-,2013-07-23 18:30,롯데,5,4,한화,,정규시즌,패,승
,18:30,NC 0vs2 삼성,대구,-,2013-07-23 18:30,NC,0,2,삼성,,정규시즌,승,패
07.24(수),18:30,KIA 7vs4 LG,잠실,-,2013-07-24 18:30,KIA,7,4,LG,,정규시즌,패,승
,18:30,두산 6vs8 넥센,목동,-,2013-07-24 18:30,두산,6,8,넥센,,정규시즌,승,패
,18:30,롯데 6vs5 한화,대전,-,2013-07-24 18:30,롯데,6,5,한화,,정규시즌,패,승
,18:30,NC 3vs4 삼성,대구,-,2013-07-24 18:30,NC,3,4,삼성,,정규시즌,승,패
07.25(목),18:30,KIA 0vs1 LG,잠실,-,2013-07-25 18:30,KIA,0,1,LG,,정규시즌,승,패
,18:30,두산 11vs5 넥센,목동,-,2013-07-25 18:30,두산,11,5,넥센,,정규시즌,패,승
,18:30,롯데 5vs1 한화,대전,-,2013-07-25 18:30,롯데,5,1,한화,,정규시즌,패,승
,18:30,NC 1vs6 삼성,대구,-,2013-07-25 18:30,NC,1,6,삼성,,정규시즌,승,패
07.26(금),18:30,LG 12vs15 두산,잠실,-,2013-07-26 18:30,LG,12,15,두산,,정규시즌,승,패
,18:30,넥센 7vs13 삼성,대구,-,2013-07-26 18:30,넥센,7,13,삼성,,정규시즌,승,패
,18:30,SK 11vs1 롯데,사직,-,2013-07-26 18:30,SK,11,1,롯데,,정규시즌,패,승
,18:30,KIA 4vs5 NC,마산,-,2013-07-26 18:30,KIA,4,5,NC,,정규시즌,승,패
07.27(토),18:00,LG 9vs5 두산,잠실,-,2013-07-27 18:00,LG,9,5,두산,,정규시즌,패,승
,18:00,넥센 5vs6 삼성,대구,-,2013-07-27 18:00,넥센,5,6,삼성,,정규시즌,승,패
,18:00,SK 4vs7 롯데,사직,-,2013-07-27 18:00,SK,4,7,롯데,,정규시즌,승,패
,18:00,KIA 4vs8 NC,마산,-,2013-07-27 18:00,KIA,4,8,NC,,정규시즌,승,패
07.28(일),18:00,LG 4vs7 두산,잠실,-,2013-07-28 18:00,LG,4,7,두산,,정규시즌,승,패
,18:00,넥센 5vs2 삼성,대구,-,2013-07-28 18:00,넥센,5,2,삼성,,정규시즌,패,승
,18:00,SK 4vs3 롯데,사직,-,2013-07-28 18:00,SK,4,3,롯데,,정규시즌,패,승
,18:00,KIA 8vs4 NC,마산,-,2013-07-28 18:00,KIA,8,4,NC,,정규시즌,패,승
07.30(화),18:30,한화 10vs3 넥센,목동,-,2013-07-30 18:30,한화,10,3,넥센,,정규시즌,패,승
,18:30,NC 4vs2 SK,문학,-,2013-07-30 18:30,NC,4,2,SK,,정규시즌,패,승
,18:30,두산 2vs6 롯데,사직,-,2013-07-30 18:30,두산,2,6,롯데,,정규시즌,승,패
,18:30,삼성 8vs5 KIA,무등,-,2013-07-30 18:30,삼성,8,5,KIA,,정규시즌,패,승
07.31(수),18:30,한화 2vs5 넥센,목동,-,2013-07-31 18:30,한화,2,5,넥센,,정규시즌,승,패
,18:30,NC 3vs0 SK,문학,-,2013-07-31 18:30,NC,3,0,SK,,정규시즌,패,승
,18:30,두산 9vs1 롯데,사직,-,2013-07-31 18:30,두산,9,1,롯데,,정규시즌,패,승
,18:30,삼성 16vs4 KIA,무등,-,2013-07-31 18:30,삼성,16,4,KIA,,정규시즌,패,승
08.01(목),18:30,한화 2vs5 넥센,목동,-,2013-08-01 18:30,한화,2,5,넥센,,정규시즌,승,패
,18:30,NC 5vs4 SK,문학,-,2013-08-01 18:30,NC,5,4,SK,,정규시즌,패,승
,18:30,두산 8vs3 롯데,사직,-,2013-08-01 18:30,두산,8,3,롯데,,정규시즌,패,승
,18:30,삼성 12vs2 KIA,무등,-,2013-08-01 18:30,삼성,12,2,KIA,,정규시즌,패,승
08.02(금),18:30,삼성 2vs4 LG,잠실,-,2013-08-02 18:30,삼성,2,4,LG,,정규시즌,승,패
,18:30,두산 6vs4 SK,문학,-,2013-08-02 18:30,두산,6,4,SK,,정규시즌,패,승
,18:30,넥센 6vs4 KIA,무등,-,2013-08-02 18:30,넥센,6,4,KIA,,정규시즌,패,승
,18:30,한화 0vs4 NC,마산,-,2013-08-02 18:30,한화,0,4,NC,,정규시즌,승,패
08.03(토),18:00,삼성 3vs0 LG,잠실,-,2013-08-03 18:00,삼성,3,0,LG,,정규시즌,패,승
,18:00,두산 5vs7 SK,문학,-,2013-08-03 18:00,두산,5,7,SK,,정규시즌,승,패
,18:00,넥센 vs KIA,무등,우천취소,2013-08-03 18:00,넥센,NA,NA,KIA,경기 없는 날,정규시즌,NA,NA
,18:00,한화 4vs2 NC,마산,-,2013-08-03 18:00,한화,4,2,NC,,정규시즌,패,승
08.04(일),18:00,삼성 6vs9 LG,잠실,-,2013-08-04 18:00,삼성,6,9,LG,,정규시즌,승,패
,18:00,두산 5vs2 SK,문학,-,2013-08-04 18:00,두산,5,2,SK,,정규시즌,패,승
,18:00,넥센 0vs6 KIA,무등,-,2013-08-04 18:00,넥센,0,6,KIA,,정규시즌,승,패
,18:00,한화 vs NC,마산,우천취소,2013-08-04 18:00,한화,NA,NA,NC,경기 없는 날,정규시즌,NA,NA
08.06(화),18:30,넥센 4vs5 두산,잠실,-,2013-08-06 18:30,넥센,4,5,두산,,정규시즌,승,패
,18:30,KIA 3vs5 롯데,사직,-,2013-08-06 18:30,KIA,3,5,롯데,,정규시즌,승,패
,18:30,SK vs 한화,청주,우천취소,2013-08-06 18:30,SK,NA,NA,한화,경기 없는 날,정규시즌,NA,NA
